Price,Type,Area(sqm),NoBedrooms,NoBathrooms,Furnishing,Amenities,Location
,,,,,,,
12500,Apartment,165,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
15500,Apartment,168,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
6500,Apartment,135,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool",Musheireb
,,,,,,,
11143,Apartment,157,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
8600,Apartment,150,2+Maid,2,Furnished,"Central A/C,Children's Play Area,Covered Parking,Maids Room,Shared Gym,Shared Pool",West Bay
,,,,,,,
5500,Apartment,85,2,2,Furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances",Najma
,,,,,,,
10000,Apartment,179,2,3,Partly furnished,"Balcony,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
13000,Apartment,157,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
5000,Apartment,120,2,2,Unfurnished,"Balcony,Central A/C,Covered Parking,Security,Shared Gym,Shared Pool",Al Mansoura
,,,,,,,
14900,Apartment,167,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12429,Apartment,200,2,2,,,The Pearl
,,,,,,,
8500,Apartment,170,2+Maid,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Maids Room,Security,Shared Gym,Shared Pool,View of Water",West Bay
,,,,,,,
9500,Apartment,184,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9500,Apartment,120,2,2,,,West Bay
,,,,,,,
10000,Apartment,150,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",West Bay
,,,,,,,
16500,Townhouse,180,2,3,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
,,,,,,,
11570,Apartment,147,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
,,,,,,,
5500,Apartment,135,2,2,Furnished,"Balcony,Concierge,Covered Parking,Kitchen Appliances,Security",Al Mansoura
,,,,,,,
14900,Apartment,167,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12429,Apartment,200,2,2,,,The Pearl
,,,,,,,
13000,Apartment,126,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Pets Allowed,Security",The Pearl
,,,,,,,
3800,Apartment,170,2,2,Unfurnished,"Covered Parking,Security",Old Airport Road
,,,,,,,
10000,Apartment,1,2,2,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water,Walk-in Closet",West Bay
,,,,,,,
11000,Apartment,130,2,1,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool",The Pearl
,,,,,,,
7500,Apartment,100,2,3,Furnished,"Central A/C,Shared Spa",Al Sadd
,,,,,,,
6000,Apartment,105,2,3,Partly furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym",Al Sadd
,,,,,,,
10000,Apartment,119,2,2,Furnished,"Central A/C,Covered Parking,Kitchen Appliances,Shared Gym,Shared Pool",West Bay
,,,,,,,
5250,Apartment,104,2,3,Partly furnished,"Central A/C,Kitchen Appliances,Security",Al Mansoura
,,,,,,,
6200,Apartment,120,2,2,Furnished,"Covered Parking,Security,Shared Gym,Shared Pool",Al Sadd
,,,,,,,
10000,Apartment,200,2,3,,,West Bay
,,,,,,,
10500,Apartment,240,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Shared Gym,Shared Pool,View of Landmark",Al Muntazah
,,,,,,,
10500,Apartment,180,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
12000,Apartment,230,2,3,Partly furnished,"Balcony,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
4500,Apartment,90,2,2,Unfurnished,Covered Parking,Al Mansoura
,,,,,,,
8308,Apartment,130,2,2,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water,Walk-in Closet",Al Waab
,,,,,,,
11000,Apartment,150,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security",The Pearl
,,,,,,,
6500,Apartment,110,2,2,Furnished,"Kitchen Appliances,Pets Allowed",Al Thumama
,,,,,,,
6200,Apartment,120,2,2,Furnished,"Covered Parking,Security,Shared Gym,Shared Pool",Al Sadd
,,,,,,,
9717,Apartment,135,2,2,Furnished,"Balcony,Central A/C,Children's Play Area,Concierge,Security,Shared Gym,Shared Pool",AlMuraikh
,,,,,,,
12857,Penthouse,166,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Maid Service,Maids Room,Private Pool,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water,Walk-in Closet",The Pearl
,,,,,,,
8000,Apartment,150,2+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Maids Room,Shared Gym,Shared Pool",West Bay
,,,,,,,
8308,Apartment,130,2,2,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water,Walk-in Closet",Al Waab
,,,,,,,
11000,Apartment,150,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security",The Pearl
,,,,,,,
6500,Apartment,110,2,2,Furnished,"Kitchen Appliances,Pets Allowed",Al Thumama
,,,,,,,
6000,Apartment,140,2,1,Furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Fereej Bin Mahmoud
,,,,,,,
4500,Apartment,90,2,2,Unfurnished,Covered Parking,Al Mansoura
,,,,,,,
10000,Apartment,200,2,3,,,West Bay
,,,,,,,
10500,Apartment,240,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Shared Gym,Shared Pool,View of Landmark",Al Muntazah
,,,,,,,
10500,Apartment,180,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
12000,Apartment,230,2,3,Partly furnished,"Balcony,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
20500,Duplex,364,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
4900,Apartment,108,2,2,Furnished,"Balcony,Covered Parking,Kitchen Appliances,Security,View of Water",Umm Ghuwailina
,,,,,,,
10500,Apartment,220,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9000,Apartment,140,2,3,Furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Private Garden,Security,Shared Gym,Shared Pool,Shared Spa",Al Duhail
,,,,,,,
14000,Apartment,120,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Maid Service,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
10500,Apartment,109,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water",The Pearl
,,,,,,,
10500,Apartment,132,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
25000,Apartment,175,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",West Bay
,,,,,,,
6000,Apartment,80,2,1,Furnished,"Central A/C,Covered Parking,Shared Gym",Al Sadd
,,,,,,,
7000,Apartment,100,2,2,Partly furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym",Al Nasr
,,,,,,,
5000,Apartment,120,2,2,Unfurnished,"Covered Parking,Security,Study",Al Sadd
,,,,,,,
9000,Apartment,120,2,2,Partly furnished,"Balcony,Kitchen Appliances,Security,View of Water",The Pearl
,,,,,,,
5500,Apartment,150,2,3,Furnished,"Concierge,Covered Parking,Security,Shared Gym,Shared Pool",Najma
,,,,,,,
12429,Apartment,165,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9000,Apartment,120,2,2,Partly furnished,"Balcony,Kitchen Appliances,Security,View of Water",The Pearl
,,,,,,,
6000,Apartment,80,2,1,Furnished,"Central A/C,Covered Parking,Shared Gym",Al Sadd
,,,,,,,
7000,Apartment,100,2,2,Partly furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym",Al Nasr
,,,,,,,
5000,Apartment,120,2,2,Unfurnished,"Covered Parking,Security,Study",Al Sadd
,,,,,,,
10500,Apartment,191,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
5500,Apartment,90,2,2,Furnished,Covered Parking,D-Ring
,,,,,,,
6000,Apartment,80,2,1,Furnished,"Central A/C,Covered Parking,Shared Gym",Al Sadd
,,,,,,,
14000,Apartment,160,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Pets Allowed,Private Jacuzzi,Private Pool,Security,View of Water",The Pearl
,,,,,,,
7000,Apartment,101,2,3,Unfurnished,"Central A/C,Children's Play Area,Covered Parking,Security",Barwa City
,,,,,,,
6500,Apartment,135,2,2,,,Musheireb
,,,,,,,
7000,Apartment,110,2,2,Furnished,"Covered Parking,Kitchen Appliances,Security",Old Airport Road
,,,,,,,
5500,Apartment,105,2,1,Furnished,Covered Parking,Al Nasr
,,,,,,,
12000,Apartment,230,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
13500,Apartment,209,2,3,Partly furnished,"Balcony,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
8500,Apartment,120,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
11000,Apartment,150,2,3,Unfurnished,"Balcony,Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
8600,Apartment,150,2+Maid,2,Furnished,"Built in Wardrobes,Central A/C,Covered Parking,Maids Room,Shared Gym,Shared Pool,Shared Spa",West Bay
,,,,,,,
4600,Apartment,110,2,2,Unfurnished,"Balcony,Central A/C,Pets Allowed,Security,Shared Gym",Al Nasr
,,,,,,,
10500,Apartment,167,2,3,,,The Pearl
,,,,,,,
9500,Apartment,160,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",West Bay
,,,,,,,
5000,Apartment,120,2,3,Unfurnished,Security,Al Sadd
,,,,,,,
10500,Apartment,188,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool",The Pearl
,,,,,,,
11400,Apartment,140,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
10500,Apartment,191,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
5000,Apartment,120,2,3,Unfurnished,Security,Al Sadd
,,,,,,,
10500,Apartment,167,2,3,,,The Pearl
,,,,,,,
9500,Apartment,160,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",West Bay
,,,,,,,
11000,Apartment,120,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Maids Room,Pets Allowed,Private Garden,Private Jacuzzi,Private Pool,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,View of Water,Walk-in Closet",Fereej Bin Mahmoud
,,,,,,,
12000,Apartment,224,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
4500,Apartment,100,2,2,Unfurnished,"Balcony,Central A/C,Covered Parking,Private Gym,Security",Al Mansoura
,,,,,,,
8000,HotelApartments,119,2,3,Furnished,"Central A/C,Children's Play Area,Security,Shared Gym,Shared Pool",West Bay
,,,,,,,
5500,Apartment,85,2,2,Unfurnished,"Central A/C,Kitchen Appliances,Security",Abu Hamour
,,,,,,,
10000,Apartment,180,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
15000,Apartment,168,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Pets Allowed,Security,Shared Gym,View of Landmark,View of Water",The Pearl
,,,,,,,
11000,Apartment,125,2+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Maids Room,Shared Gym,Shared Pool,Walk-in Closet",Fereej Bin Mahmoud
,,,,,,,
7000,Apartment,150,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",Umm Ghuwailina
,,,,,,,
13000,Apartment,175,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12000,Apartment,130,2,2,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool",Al Jasra
,,,,,,,
12000,Apartment,163,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
5000,Apartment,100,2,2,Unfurnished,"Balcony,Covered Parking,Shared Gym",Al Sadd
,,,,,,,
4000,Apartment,100,2,2,Unfurnished,Covered Parking,Old Airport Road
,,,,,,,
10000,Apartment,116,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",West Bay
,,,,,,,
5500,Apartment,110,2,2,Furnished,"Central A/C,Covered Parking",Al Muntazah
,,,,,,,
11500,Apartment,188,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12000,Apartment,208,2,2,Partly furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
5200,Apartment,100,2,3,Partly furnished,"Covered Parking,Shared Pool",Al Mansoura
,,,,,,,
5500,Apartment,80,2,2,Furnished,"Covered Parking,Kitchen Appliances,Security",Najma
,,,,,,,
5100,Apartment,88,2,2,,,Al Nasr
,,,,,,,
5500,Apartment,90,2,2,Furnished,"Built in Wardrobes,Kitchen Appliances,Security",Al Mansoura
,,,,,,,
13000,Apartment,197,2,3,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
,,,,,,,
5500,Apartment,80,2,2,Furnished,"Covered Parking,Kitchen Appliances,Security",Najma
,,,,,,,
5100,Apartment,88,2,2,,,Al Nasr
,,,,,,,
7000,Apartment,120,2,2,,,Salata
,,,,,,,
13500,Apartment,180,2,3,,,The Pearl
,,,,,,,
10000,Apartment,120,2,3,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Shared Gym,Shared Pool",West Bay Lagoon
,,,,,,,
8000,Apartment,94,2,3,Furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",West Bay
,,,,,,,
12092,Apartment,175,2,2,Unfurnished,Built in Wardrobes,The Pearl
,,,,,,,
12000,Apartment,170,2,2,Unfurnished,"Central A/C,Concierge,Kitchen Appliances,Private Jacuzzi,Private Pool,Shared Gym,View of Water",West Bay
,,,,,,,
5500,Apartment,110,2,2,Furnished,"Central A/C,Covered Parking",Al Muntazah
,,,,,,,
11500,Apartment,188,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12000,Apartment,208,2,2,Partly furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
8600,Apartment,170,2,2,Furnished,"Central A/C,Children's Play Area,Security,Shared Gym,Shared Pool,Shared Spa",West Bay
,,,,,,,
13500,Apartment,170,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
14000,Villa,288,2+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Maids Room,Private Garden,Security,Shared Gym,Shared Pool,Shared Spa",Salwa Road
,,,,,,,
10000,Apartment,116,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",West Bay
,,,,,,,
10000,Apartment,215,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
5200,Apartment,120,2,2,Furnished,"Covered Parking,Kitchen Appliances,Security",Fereej Bin Omran
,,,,,,,
4000,Apartment,120,2,2,,,Al Mansoura
,,,,,,,
6000,Apartment,104,2,2,Furnished,"Kitchen Appliances,Security",Al Duhail
,,,,,,,
10500,Apartment,170,2+Maid,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12500,Apartment,180,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9500,Apartment,190,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9500,Apartment,130,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
4500,Apartment,100,2,2,Unfurnished,"Balcony,Covered Parking,Security",Najma
,,,,,,,
12300,Apartment,130,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
,,,,,,,
7500,Villa,150,2,2,Furnished,"Kitchen Appliances,Shared Gym,Shared Pool",Al Aziziyah
,,,,,,,
10500,Apartment,173,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Pets Allowed,Shared Gym,Shared Pool",The Pearl
,,,,,,,
4155,Apartment,120,2,1,Unfurnished,"Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security",Old Airport Road
,,,,,,,
8500,Apartment,120,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Mesaimeer
,,,,,,,
13000,Apartment,95,2,2,Furnished,"Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Pets Allowed,Private Jacuzzi,Shared Gym,Shared Pool,Shared Spa,View of Water",West Bay
,,,,,,,
10000,Compound,98,2,2,Furnished,"Balcony,Built in Wardrobes,Children's Play Area,Pets Allowed,Security,Shared Gym,Shared Pool",Al Waab
,,,,,,,
15000,Apartment,185,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Security,Shared Gym,Shared Pool",The Pearl
,,,,,,,
11000,Apartment,180,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
,,,,,,,
15000,Townhouse,220,2,3,,,West Bay
,,,,,,,
13114,Apartment,189,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
9500,Apartment,120,2,2,Furnished,"Built in Wardrobes,Covered Parking,Private Jacuzzi,Security,Shared Gym,Shared Pool,Study",West Bay
,,,,,,,
4700,Apartment,90,2,2,Furnished,"Concierge,Covered Parking",Umm Ghuwailina
,,,,,,,
6500,Apartment,80,2,2,Unfurnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark",Al Mansoura
,,,,,,,
12000,Apartment,203,2,3,Furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",West Bay
,,,,,,,
9500,Apartment,120,2,2,Partly furnished,"Central A/C,Covered Parking,Shared Gym,Shared Pool,Shared Spa",West Bay
,,,,,,,
7500,Compound,200,2,2,Unfurnished,"Covered Parking,Security",Al Markhiya
,,,,,,,
15000,Apartment,170,2,2,,,The Pearl
,,,,,,,
7500,Apartment,101,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Abu Hamour
,,,,,,,
14000,Apartment,173,2,3,Unfurnished,"Balcony,Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
,,,,,,,
12429,Apartment,200,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
,,,,,,,
11500,Apartment,130,2,1,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool",Al Jasra
,,,,,,,
6200,Apartment,120,2,2,Furnished,"Balcony,Covered Parking,Security,Shared Gym,Shared Pool",Al Sadd
,,,,,,,
9000,Apartment,167,2+Maid,4,Partly furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool",West Bay
,,,,,,,
,,,,,,,
10154,Apartment,190,2,3,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
8200,Apartment,168,2+Maid,4,Furnished,"Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Maids Room,Shared Gym,View of Water",West Bay
12000,Apartment,175,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
11500,Apartment,160,2,2,,,West Bay
8600,Apartment,120,2,2,,,West Bay
7500,Apartment,130,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Nasr
5400,Apartment,120,2,2,Furnished,"Covered Parking,Security,Shared Gym",Fereej Bin Omran
5500,Apartment,80,2,2,Furnished,"Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool",Fereej Bin Omran
6500,Apartment,90,2,2,Furnished,"Central A/C,Concierge,Covered Parking,Security,Shared Gym,Shared Pool",C-Ring
11400,Apartment,130,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Private Jacuzzi,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
5000,Apartment,90,2,2,Unfurnished,Security,Ain Khaled
12500,Apartment,170,2,2,Furnished,"Balcony,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11500,Apartment,176,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11000,Apartment,125,2+Maid,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa",Al Sadd
